asset,filename,shot_id,trace_start,trace_end,n_traces,n_labeled,n_unlabeled,label_coverage,first_break_min_ms,first_break_max_ms,first_break_mean_ms,first_break_median_ms,source_x,source_y,usable
Brunswick,Brunswick_orig_1500ms_V2.hdf5,773,1884256,1887602,3346,2751,595,0.8221757322175732,16.0,853.0,373.3027989821883,354.0,2852700.0,52557860.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,774,1887602,1890948,3346,2767,579,0.8269575612671847,20.0,1171.0,500.711962414167,444.0,2868710.0,52565510.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,775,1890948,1894294,3346,2500,846,0.7471607890017932,22.0,1182.0,511.862,456.0,2824700.0,52544490.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,776,1894294,1897640,3346,2887,459,0.8628212791392708,28.0,1170.0,501.8818843089712,448.0,2868710.0,52564920.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,777,1897640,1900986,3346,2940,406,0.8786610878661087,16.0,973.0,399.92755102040815,362.0,2840720.0,52549300.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,778,1900986,1904332,3346,2465,881,0.7367005379557681,32.0,1260.0,515.7002028397566,458.0,2824700.0,52543890.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,779,1904332,1907678,3346,2746,600,0.8206814106395697,40.0,1158.0,483.7410779315368,426.0,2868710.0,52564310.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,780,1907678,1911024,3346,2300,1046,0.6873879258816498,40.0,1264.0,496.5604347826087,433.0,2824700.0,52543290.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,781,1911024,1914370,3346,2792,554,0.8344291691572027,40.0,1164.0,485.24462750716333,431.0,2868710.0,52563720.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,782,1914370,1917716,3346,2391,955,0.714584578601315,32.0,1272.0,522.4249268088665,470.0,2824700.0,52542690.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,783,1917716,1921062,3346,2855,491,0.8532576210400478,28.0,1151.0,481.38704028021016,430.0,2868710.0,52563120.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,784,1921062,1924408,3346,2540,806,0.7591153616258218,20.0,1279.0,550.0728346456693,497.0,2824700.0,52542100.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,785,1924408,1927754,3346,2912,434,0.8702928870292888,16.0,1143.0,488.30494505494505,435.0,2868710.0,52562510.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,786,1927754,1931100,3346,2722,624,0.8135086670651525,18.0,1004.0,407.75128581925054,352.0,2836690.0,52547490.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,787,1931100,1934446,3346,2738,608,0.8182904961147639,20.0,782.0,362.92585829072317,352.0,2848710.0,52555700.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,788,1934446,1937792,3346,2955,391,0.8831440526001195,28.0,781.0,371.1218274111675,360.0,2848710.0,52555300.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,789,1937792,1941138,3346,2615,731,0.7815301852958757,30.0,1000.0,404.8397705544933,352.0,2836690.0,52548090.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,791,1941138,1944484,3346,2737,609,0.8179916317991632,24.0,1042.0,420.4472049689441,364.0,2864690.0,52560610.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,792,1944484,1947830,3346,2856,490,0.8535564853556485,34.0,804.0,370.44642857142856,358.0,2848710.0,52554100.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,793,1947830,1951176,3346,2762,584,0.8254632396891811,32.0,1055.0,426.39246922519914,364.0,2864700.0,52561260.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,794,1951176,1954522,3346,3003,343,0.897489539748954,38.0,1028.0,415.4775224775225,362.0,2836690.0,52548690.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,795,1954522,1957868,3346,2966,380,0.8864315600717274,22.0,810.0,371.13924477410654,360.0,2848710.0,52553500.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,796,1957868,1961214,3346,2806,540,0.8386132695756127,42.0,1040.0,436.3524590163934,370.0,2864700.0,52562010.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,797,1961214,1964560,3346,2747,599,0.8209802749551703,44.0,993.0,406.2952311612668,354.0,2836690.0,52549060.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,798,1964560,1967906,3346,2701,645,0.8072325164375374,16.0,1153.0,487.1321732691596,430.0,2828720.0,52543870.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,799,1967906,1971252,3346,2802,544,0.8374178123132098,32.0,1072.0,437.48394004282653,368.0,2864690.0,52562510.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,800,1971252,1974598,3346,2637,709,0.7881052002390915,28.0,1170.0,485.9992415623815,420.0,2828720.0,52544470.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,801,1974598,1977944,3346,2948,398,0.8810520023909145,24.0,1085.0,452.2822252374491,382.0,2864700.0,52563110.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,803,1977944,1981290,3346,2674,672,0.799163179916318,40.0,1151.0,477.1742707554226,412.0,2828720.0,52545070.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,804,1981290,1984636,3346,2988,358,0.8930065750149432,26.0,1018.0,413.4273761713521,360.0,2836690.0,52549890.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,805,1984636,1987982,3346,2747,599,0.8209802749551703,36.0,1190.0,478.15034583181654,418.0,2828720.0,52545670.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,806,1987982,1991328,3346,2811,535,0.8401075911536162,18.0,971.0,401.2205620775525,354.0,2836690.0,52550490.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,807,1991328,1994674,3346,2642,704,0.789599521817095,26.0,1137.0,485.7997728993187,424.0,2828720.0,52546280.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,808,1994674,1998020,3346,2697,649,0.8060370591751345,18.0,1054.0,422.4367816091954,362.0,2832730.0,52548690.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,809,1998020,2001366,3346,2775,571,0.8293484757919904,24.0,1084.0,432.1257657657658,368.0,2832730.0,52548090.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,810,2001366,2004712,3346,2741,605,0.819187089061566,34.0,1065.0,428.0459686245896,366.0,2832730.0,52547480.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,811,2004712,2008058,3346,2706,640,0.8087268380155409,36.0,1062.0,426.4408721359941,362.0,2832730.0,52546890.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,812,2008058,2011404,3346,2589,757,0.773759713090257,26.0,1083.0,418.5909617612978,352.0,2832730.0,52546280.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,813,2011404,2014750,3346,2519,827,0.7528392109982068,16.0,1045.0,419.4215958713775,348.0,2832730.0,52545680.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,814,2014750,2018104,3354,2764,590,0.8240906380441264,14.0,1086.0,426.59406657018815,369.0,2864690.0,52563710.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,815,2018104,2021458,3354,2745,609,0.8184257602862254,24.0,1043.0,402.7617486338798,344.0,2836690.0,52551090.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,816,2021458,2024812,3354,2843,511,0.847644603458557,26.0,1128.0,440.31023566654943,378.0,2832730.0,52549290.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,817,2024812,2028166,3354,2799,555,0.8345259391771019,24.0,1090.0,435.0789567702751,370.0,2864700.0,52564310.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,818,2028166,2031520,3354,2752,602,0.8205128205128205,16.0,784.0,368.9669331395349,356.0,2848710.0,52556350.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,819,2031520,2034874,3354,2837,517,0.845855694692904,34.0,1043.0,406.5361297144871,350.0,2836690.0,52551690.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,821,2034874,2038228,3354,2680,674,0.7990459153249851,36.0,1119.0,438.7055970149254,375.0,2832730.0,52549890.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,822,2038228,2041582,3354,2705,649,0.806499701848539,42.0,1039.0,404.90277264325323,346.0,2836700.0,52552290.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,823,2041582,2044936,3354,2817,537,0.8398926654740608,36.0,1106.0,436.6719914802982,368.0,2864690.0,52565510.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,824,2044936,2048290,3354,2987,367,0.8905784138342278,24.0,811.0,373.21627050552394,362.0,2848710.0,52556900.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,825,2048290,2051644,3354,2686,668,0.800834824090638,40.0,1114.0,441.5498883097543,375.0,2832720.0,52550490.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,826,2051644,2054998,3354,2636,718,0.7859272510435301,24.0,1072.0,427.54438543247346,356.0,2864700.0,52566110.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,827,2054998,2058352,3354,2857,497,0.8518187239117472,30.0,1024.0,412.13580679033953,356.0,2836700.0,52552890.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,828,2058352,2061706,3354,3099,255,0.9239713774597496,20.0,1011.0,413.95514682155533,366.0,2836700.0,52553490.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,829,2061706,2065060,3354,3083,271,0.9192009540846751,16.0,1118.0,455.5167045085955,394.0,2864700.0,52566710.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,831,2065060,2068414,3354,3210,144,0.9570661896243292,40.0,800.0,378.592523364486,370.0,2848710.0,52557700.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,832,2068414,2071768,3354,3264,90,0.9731663685152058,26.0,1101.0,469.04963235294116,418.0,2832720.0,52551690.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,833,2071768,2075122,3354,3106,248,0.9260584376863447,20.0,1048.0,424.93882807469413,368.0,2860700.0,52564900.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,834,2075122,2078476,3354,3170,184,0.9451401311866429,32.0,804.0,377.88170347003154,368.0,2848710.0,52558300.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,835,2078476,2081830,3354,3199,155,0.9537865235539654,28.0,1030.0,426.68052516411376,372.0,2860700.0,52564310.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,836,2081830,2085184,3354,3218,136,0.9594514013118665,24.0,814.0,380.12399005593534,370.0,2848710.0,52558900.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,837,2085184,2088538,3354,3110,244,0.9272510435301133,40.0,1034.0,423.5585209003215,368.0,2860700.0,52563710.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,838,2088538,2091892,3354,3262,92,0.9725700655933214,44.0,1028.0,433.03648068669526,380.0,2860700.0,52563110.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,840,2091892,2095246,3354,3143,211,0.9370900417412046,18.0,1012.0,418.37448297804644,368.0,2860710.0,52561910.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,845,2095246,2098600,3354,3101,253,0.9245676803816338,16.0,930.0,385.50467591099647,360.0,2856700.0,52560110.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,846,2098600,2101954,3354,2897,457,0.8637447823494335,20.0,1187.0,497.7587159130135,436.0,2868710.0,52568510.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,847,2101954,2105308,3354,3145,209,0.9376863446630889,26.0,936.0,390.87090620031796,362.0,2856740.0,52560700.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,848,2105308,2108662,3354,3007,347,0.8965414430530709,32.0,1185.0,496.6065846358497,446.0,2868710.0,52567910.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,849,2108662,2112016,3354,3140,214,0.936195587358378,22.0,856.0,378.66942675159237,366.0,2844700.0,52557000.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,850,2112016,2115370,3354,3133,221,0.9341085271317829,38.0,940.0,393.63102457708266,362.0,2856700.0,52561310.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,851,2115370,2118724,3354,3053,301,0.9102564102564102,44.0,1178.0,498.4412053717655,448.0,2868710.0,52567320.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,852,2118724,2122078,3354,3059,295,0.9120453190220632,32.0,868.0,376.1059169663289,362.0,2844700.0,52556500.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,853,2122078,2125432,3354,3042,312,0.9069767441860465,32.0,1175.0,494.61012491781725,444.0,2868710.0,52566720.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,854,2125432,2128786,3354,3069,285,0.9150268336314848,34.0,950.0,391.96741609644835,360.0,2856700.0,52562040.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,856,2128786,2132140,3354,3027,327,0.9025044722719141,22.0,1171.0,492.67657746944167,442.0,2868710.0,52566120.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,857,2132140,2135494,3354,2944,410,0.877757901013715,26.0,964.0,389.3539402173913,354.0,2856700.0,52562500.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,858,2135494,2138848,3354,3177,177,0.947227191413238,32.0,877.0,383.9071451054454,368.0,2844700.0,52555300.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,859,2138848,2142202,3354,3057,297,0.9114490161001789,22.0,960.0,391.6440955184822,360.0,2856700.0,52563100.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,860,2142202,2145556,3354,3153,201,0.9400715563506261,20.0,889.0,385.81477957500795,368.0,2844700.0,52554700.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,861,2145556,2148910,3354,1977,1377,0.5894454382826476,26.0,1248.0,488.89529590288316,424.0,2873940.0,52568520.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,862,2148910,2152264,3354,2832,522,0.8443649373881932,36.0,1273.0,558.8919491525423,518.0,2873970.0,52569100.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,863,2152264,2155618,3354,2903,451,0.8655336911150865,42.0,1281.0,562.5091284877712,526.0,2873980.0,52569720.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,864,2155618,2158972,3354,3112,242,0.9278473464519976,22.0,882.0,378.9842544987147,360.0,2852700.0,52560710.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,867,2158972,2162326,3354,3017,337,0.8995229576624926,20.0,953.0,386.11899237653296,354.0,2840720.0,52552890.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,868,2162326,2165680,3354,2616,738,0.7799642218246869,22.0,1269.0,543.2675840978593,500.0,2873940.0,52570940.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,869,2165680,2169034,3354,3029,325,0.9031007751937985,36.0,868.0,373.7880488610102,356.0,2852700.0,52559500.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,870,2169034,2172388,3354,3009,345,0.8971377459749553,30.0,862.0,376.07710202725156,358.0,2852700.0,52558910.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,872,2172388,2175742,3354,3138,216,0.9355992844364938,16.0,854.0,378.8540471637986,364.0,2852700.0,52558300.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,873,2175742,2179096,3354,3060,294,0.9123434704830053,42.0,954.0,394.78333333333336,360.0,2840720.0,52554100.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,874,2179096,2182450,3354,2751,603,0.8202146690518783,20.0,1346.0,604.7746274082152,572.0,2876700.0,52572110.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,875,2182450,2185804,3354,3162,192,0.9427549194991055,32.0,936.0,395.28842504743835,364.0,2840710.0,52554690.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,877,2185804,2189158,3354,2687,667,0.8011329755515803,32.0,1330.0,592.8209899516189,552.0,2876710.0,52571510.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,878,2189158,2192512,3354,2399,955,0.7152653548002386,18.0,1237.0,564.325552313464,518.0,2820700.0,52546300.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,879,2192512,2195866,3354,3187,167,0.9502087060226595,20.0,928.0,396.93693128333854,366.0,2840710.0,52555290.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,881,2195866,2199220,3354,2686,668,0.800834824090638,42.0,1329.0,596.445644080417,558.0,2876710.0,52570910.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,882,2199220,2202574,3354,2604,750,0.776386404293381,28.0,1296.0,580.4938556067589,538.0,2820700.0,52545690.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,883,2202574,2205928,3354,2823,531,0.8416815742397138,36.0,1154.0,473.8823946156571,416.0,2828720.0,52548670.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,884,2205928,2209282,3354,2475,879,0.7379248658318426,36.0,1324.0,580.6585858585859,532.0,2876710.0,52570310.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,886,2209282,2212636,3354,2691,663,0.8023255813953488,36.0,1203.0,469.65254552211076,404.0,2828720.0,52548080.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,887,2212636,2215990,3354,2176,1178,0.6487775790101371,24.0,1301.0,549.8492647058823,481.0,2876710.0,52569710.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,888,2215990,2219344,3354,2619,735,0.7808586762075134,36.0,1299.0,587.9392898052691,544.0,2820700.0,52544500.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,889,2219344,2222698,3354,2874,480,0.8568872987477638,26.0,1160.0,488.0187891440501,434.0,2828720.0,52547470.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,890,2222698,2226052,3354,2676,678,0.7978533094812165,26.0,1296.0,592.9502989536621,560.0,2820700.0,52543900.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,891,2226052,2229406,3354,2842,512,0.8473464519976148,20.0,1213.0,488.9173117522871,432.0,2828730.0,52546870.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,892,2229406,2232760,3354,2531,823,0.7546213476446034,22.0,1283.0,581.0150138285263,542.0,2820700.0,52543290.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,894,2232760,2236114,3354,2537,817,0.7564102564102564,24.0,1198.0,508.5427670476941,456.0,2824700.0,52545690.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,895,2236114,2239468,3354,2271,1083,0.6771019677996423,34.0,1204.0,471.11712901805373,414.0,2824700.0,52546290.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,896,2239468,2242822,3354,2454,900,0.7316636851520573,34.0,1249.0,502.11735941320296,440.0,2824700.0,52546890.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,897,2242822,2246176,3354,2363,991,0.7045319022063208,30.0,1106.0,481.0338552687262,418.0,2824700.0,52547200.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,907,2246176,2249531,3355,2824,531,0.8417287630402385,22.0,1319.0,597.4475920679887,562.0,2876700.0,52572720.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,908,2249531,2252886,3355,2716,639,0.809538002980626,32.0,1328.0,590.2720913107511,552.5,2876700.0,52573310.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,909,2252886,2256241,3355,2706,649,0.8065573770491803,44.0,1330.0,590.8806356245381,562.0,2876700.0,52573910.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,910,2256241,2259596,3355,2831,524,0.8438152011922504,32.0,1328.0,598.5591663723065,576.0,2876700.0,52574510.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,911,2259596,2262951,3355,3279,76,0.9773472429210134,16.0,826.0,381.9353461421165,374.0,2848710.0,52559500.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,912,2262951,2266306,3355,2925,430,0.8718330849478391,18.0,1284.0,590.8379487179487,560.0,2820700.0,52549290.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,913,2266306,2269661,3355,2884,471,0.8596125186289121,20.0,1348.0,608.3918169209431,585.0,2876700.0,52575110.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,914,2269661,2273016,3355,3239,116,0.965424739195231,24.0,814.0,379.75517134918186,370.0,2848710.0,52560100.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,915,2273016,2276371,3355,3164,191,0.9430700447093889,38.0,800.0,377.5922882427307,368.0,2848710.0,52560700.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,916,2276371,2279726,3355,2832,523,0.844113263785395,32.0,1284.0,585.9099576271186,558.0,2820700.0,52548700.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,917,2279726,2283081,3355,3259,96,0.9713859910581222,36.0,802.0,380.82264498312367,370.0,2848710.0,52561300.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,918,2283081,2286436,3355,2736,619,0.8154992548435172,18.0,1230.0,579.6911549707602,547.0,2820700.0,52548100.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,919,2286436,2289791,3355,2877,478,0.8575260804769002,13.0,1313.0,598.5036496350365,570.0,2820700.0,52547500.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,920,2289791,2293146,3355,3238,117,0.9651266766020864,24.0,810.0,378.70228536133413,370.0,2848710.0,52561910.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,921,2293146,2296501,3355,3249,106,0.9684053651266766,16.0,888.0,388.7020621729763,372.0,2844700.0,52557700.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,922,2296501,2299856,3355,2794,561,0.8327868852459016,24.0,1284.0,599.011811023622,570.0,2820700.0,52546900.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,923,2299856,2303211,3355,3261,94,0.9719821162444113,14.0,818.0,380.8153940509046,372.0,2848710.0,52562500.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,924,2303211,2306566,3355,3222,133,0.9603576751117735,26.0,878.0,385.8693358162632,369.0,2844700.0,52558310.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,925,2306566,2309921,3355,2916,439,0.869150521609538,24.0,1269.0,557.889231824417,524.0,2873920.0,52571520.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,926,2309921,2313276,3355,3271,84,0.9749627421758569,38.0,893.0,387.8190155915622,370.0,2844700.0,52558900.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,927,2313276,2316631,3355,3006,349,0.8959761549925485,40.0,1261.0,550.8393213572855,514.0,2872700.0,52572110.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,928,2316631,2319986,3355,3243,112,0.9666169895678093,34.0,864.0,387.2192414431082,370.0,2844700.0,52559500.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,929,2319986,2323341,3355,2907,448,0.8664679582712369,32.0,1261.0,538.7117303061575,504.0,2872700.0,52572710.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,930,2323341,2326696,3355,2852,503,0.8500745156482862,24.0,1262.0,535.7208976157083,498.0,2824690.0,52548700.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,931,2326696,2330051,3355,3167,188,0.9439642324888227,24.0,814.0,380.0325228923271,366.0,2844700.0,52560100.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,933,2330051,2333406,3355,2910,445,0.8673621460506706,22.0,1266.0,543.9707903780069,510.0,2872700.0,52573310.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,934,2333406,2336761,3355,3167,188,0.9439642324888227,24.0,880.0,379.7069782128197,362.0,2852700.0,52563710.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,935,2336761,2340116,3355,3200,155,0.9538002980625931,18.0,848.0,383.6340625,368.0,2844700.0,52560700.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,936,2340116,2343471,3355,2813,542,0.8384500745156482,40.0,1240.0,528.6619267685745,486.0,2824690.0,52549890.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,937,2343471,2346826,3355,3060,295,0.9120715350223547,32.0,1245.0,550.8490196078432,514.5,2824690.0,52550500.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,938,2346826,2350181,3355,2901,454,0.8646795827123696,30.0,1188.0,530.1975180972079,492.0,2824690.0,52550810.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,939,2350181,2353536,3355,3198,157,0.953204172876304,34.0,876.0,381.5762976860538,366.0,2852700.0,52563110.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,940,2353536,2356891,3355,3093,262,0.9219076005961252,32.0,868.0,374.57872615583574,358.0,2852700.0,52562500.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,941,2356891,2360246,3355,2953,402,0.8801788375558868,22.0,1201.0,500.2194378598036,450.0,2869300.0,52571610.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,943,2360246,2363601,3355,3174,181,0.9460506706408346,24.0,858.0,379.20226843100187,364.0,2852700.0,52561900.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,944,2363601,2366956,3355,2925,430,0.8718330849478391,22.0,904.0,382.92273504273504,352.0,2840710.0,52558290.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,946,2366956,2370311,3355,2952,403,0.8798807749627422,36.0,1186.0,489.8221544715447,437.0,2868700.0,52570710.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,947,2370311,2373666,3355,2993,362,0.8921013412816692,20.0,1172.0,490.6384898095556,438.0,2828730.0,52552880.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,948,2373666,2377021,3355,3088,267,0.9204172876304024,18.0,855.0,374.9485103626943,362.0,2852700.0,52561310.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,949,2377021,2380376,3355,3137,218,0.9350223546944858,34.0,938.0,395.4995218361492,362.0,2840710.0,52557700.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,950,2380376,2383731,3355,2763,592,0.8235469448584203,40.0,1182.0,468.81686572566053,406.0,2868700.0,52570310.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,951,2383731,2387086,3355,2880,475,0.8584202682563339,30.0,1172.0,478.0072916666667,424.0,2828730.0,52552270.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,952,2387086,2390441,3355,2822,533,0.8411326378539493,28.0,1173.0,478.3628632175762,414.0,2868710.0,52569720.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,953,2390441,2393796,3355,3174,181,0.9460506706408346,38.0,924.0,397.67202268431004,364.0,2840710.0,52557100.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,954,2393796,2397151,3355,2758,597,0.8220566318926975,40.0,1175.0,462.34010152284264,408.0,2828730.0,52551670.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,955,2397151,2400506,3355,2762,593,0.8232488822652757,22.0,1164.0,468.2219406227371,408.0,2868710.0,52569110.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,956,2400506,2403861,3355,3226,129,0.9615499254843517,26.0,950.0,402.7789832610043,368.0,2840710.0,52556500.0,True
